twa/tws;6;8;10;12;14;16;20;24
0;0;0;0;0;0;0;0;0
52;5.7;6.48;6.78;6.9;6.97;7.03;7.1;7.09
60;5.95;6.65;6.94;7.08;7.16;7.23;7.32;7.35
75;6.1;6.76;7.1;7.31;7.44;7.55;7.72;7.81
90;5.98;6.73;7.13;7.43;7.66;7.86;8.15;8.36
110;5.77;6.75;7.25;7.62;7.91;8.14;8.6;9.06
120;5.58;6.64;7.2;7.65;8.07;8.49;9.22;10.03
135;4.95;6.12;6.88;7.36;7.84;8.37;9.89;12.26
150;4.08;5.2;6.19;6.9;7.35;7.8;8.9;11.3 
